age,annual_income,employment_years,debt,number_of_open_accounts,payment_history_score,late_payments,credit_utilization,loan_amount,previous_defaults,savings,creditworthy
39,30434.29,0.28,64021.32,12,88.98,0,0.4702,31862.39,0,3391.5,0
45,29541.89,5.74,21757.17,11,47.86,4,0.2661,7798.94,0,2612.09,0
23,68613.33,10.57,17492.73,4,43.52,5,0.4527,17929.34,0,15327.18,0
26,139224.22,10.03,31601.99,6,54.44,2,0.1897,38336.22,0,6323.64,0
23,101538.64,3.06,11340.63,12,44.19,2,0.1042,48362.58,0,4916.64,0
24,23432.87,1.16,19973.76,6,76.35,1,0.4032,27635.74,0,21534.38,1
63,104252.66,7.08,15639.96,5,54.65,0,0.2074,32110.99,0,13026.36,0
62,83823.5,9.81,5593.16,11,44.96,1,0.5256,29730.61,1,29657.28,0
61,27438.53,9.03,19932.19,8,71.33,2,0.5147,16352.06,0,23242.48,1
23,47985.19,4.44,12649.25,6,72.27,1,0.2613,8398.79,1,4045.18,1
24,90045.79,8.49,14825.22,11,42.08,3,0.6278,14992.21,2,2647.4,1
34,70458.81,14.51,24080.44,9,60.58,1,0.0745,39541.24,2,32855.16,1
48,30515.67,8.03,49819.09,5,70.81,1,0.1877,39280.77,1,10729.98,0
37,72397.17,0.0,9128.08,6,66.29,1,0.6654,20754.72,1,180945.3,1
44,21019.65,8.02,13751.19,1,66.73,2,0.6937,14253.05,1,28651.61,0
29,49752.62,17.22,9760.13,2,90.87,2,0.4056,60622.28,0,41223.92,1
56,91781.77,0.56,9264.85,12,100.0,0,0.482,19632.35,0,5129.59,0
36,55457.15,7.15,11186.6,1,66.99,2,0.2654,28121.53,2,11128.32,0
24,43939.39,5.87,15382.21,11,50.85,0,0.5566,7735.32,0,24846.61,0
57,82067.25,7.48,28762.4,3,68.25,0,0.6166,17307.54,0,11124.49,0
65,85282.69,7.97,23259.84,7,75.11,1,0.4891,38502.23,1,12620.44,1
21,99171.54,12.7,7728.28,9,71.15,1,0.3543,6901.64,0,14939.51,1
42,81515.02,7.42,50688.55,12,81.77,3,0.5673,17519.09,1,6254.83,0
61,89474.34,13.39,38317.3,5,100.0,0,0.4543,23965.66,0,5418.3,1
55,76488.62,6.41,8753.23,12,44.59,1,0.0836,48926.52,0,10175.25,0
62,61980.58,5.25,47926.11,6,63.89,2,0.368,35643.93,0,8263.29,1
41,57260.57,3.65,23380.97,11,96.66,2,0.4976,58884.51,2,5447.36,1
39,49430.43,0.0,15882.34,2,63.65,2,0.2557,32222.04,0,10706.15,1
55,31873.26,8.38,23970.78,4,84.63,1,0.5055,33552.37,0,3704.61,1
28,,17.27,17632.7,8,82.09,3,0.6018,9222.44,0,23833.05,1
32,48444.88,9.29,27838.91,9,91.79,2,0.3916,9038.4,1,20400.79,1
50,61312.68,10.43,20909.93,10,100.0,1,0.6097,58369.88,0,22202.92,1
53,105182.7,4.93,13741.64,5,77.33,1,0.6613,13104.27,0,5641.38,1
26,53975.19,5.78,3559.82,8,44.07,3,0.4722,12318.22,0,5033.41,1
45,86392.21,11.92,27443.18,8,60.79,0,0.0607,3578.93,0,39411.44,1
38,89391.47,17.04,13349.08,12,100.0,0,0.2437,37808.46,0,10062.24,1
45,49559.9,14.44,33539.67,2,49.37,1,0.5517,8223.98,2,20045.67,0
67,71876.1,11.03,26462.05,1,79.95,1,0.2524,10136.75,0,4253.15,1
24,49291.2,7.18,13629.55,7,31.77,0,0.0968,38721.37,0,9278.03,0
69,99712.83,8.05,40803.27,1,50.38,0,0.1087,3835.23,0,35076.48,0
43,73219.57,3.23,21205.17,3,86.19,1,0.4238,46594.61,0,13533.88,0
58,32188.7,0.0,20517.66,7,72.58,0,0.5185,10073.44,1,9583.98,1
41,59146.61,1.37,16117.14,4,65.98,1,0.0846,16240.96,0,19978.18,1
36,115466.87,7.25,69214.91,4,58.97,2,0.2395,10457.08,0,15948.08,0
58,50692.56,5.54,10173.22,5,40.06,0,0.3036,7095.25,0,78332.63,0
54,67276.09,0.0,13904.77,9,83.09,0,0.374,10582.03,0,12449.69,0
28,70314.54,6.81,6689.26,5,67.47,0,0.1448,10087.22,0,21492.22,1
55,34496.33,5.41,32193.24,10,47.65,3,0.5461,7604.12,0,10628.71,0
57,69210.44,1.14,11298.3,2,72.48,0,0.2644,52990.65,0,4928.65,1
40,29373.92,5.15,12358.49,2,81.3,1,0.3939,9131.22,0,17540.77,1
66,41504.52,5.4,11903.38,2,68.79,2,0.4861,4803.95,2,3206.63,0
52,89247.06,3.92,18926.24,12,73.86,1,0.3581,4242.97,1,29160.84,0
37,64577.98,11.63,6617.81,4,72.61,0,0.3437,24418.15,1,3668.87,0
21,47957.64,0.0,2991.5,1,60.69,0,0.4563,5346.97,0,5408.67,1
54,67238.14,0.0,25959.43,4,72.87,0,0.0817,15889.28,0,5017.29,1
31,53532.65,7.02,3318.54,9,83.76,0,0.0694,71454.99,0,20983.09,1
58,55312.2,7.48,35647.61,5,88.55,2,0.4224,20444.45,0,4380.88,1
46,73913.95,9.02,62626.84,5,84.65,0,0.4983,22583.81,1,18979.81,1
43,39647.1,4.31,15783.94,2,61.2,0,0.6004,12423.77,2,6544.19,1
29,56007.44,2.41,50905.25,9,82.18,0,0.3916,17832.12,1,10800.26,1
55,47789.81,6.96,17654.07,3,79.45,0,0.4621,15476.42,0,7402.9,0
29,26945.37,4.79,64700.23,2,60.64,1,0.7587,22342.19,0,97440.53,1
41,36347.6,14.76,12495.86,9,64.57,0,0.3853,57418.89,0,2684.24,1
61,111388.72,5.38,2714.12,12,82.88,2,0.4463,13349.05,0,18644.2,1
66,65395.84,6.73,16885.28,8,94.03,2,0.6437,10369.19,0,11896.92,0
69,30317.3,19.38,70579.68,12,43.01,3,0.5356,17073.02,2,5948.6,0
67,27499.66,6.03,27614.65,5,98.24,3,0.2195,35250.27,0,17119.57,0
48,52292.84,9.78,11918.75,7,90.63,4,0.5012,14203.41,1,5055.69,0
30,111037.4,10.23,23417.71,5,75.19,2,0.4212,21692.19,1,4565.71,1
62,50566.64,10.66,39144.96,7,68.15,3,0.1136,25747.08,0,4275.92,0
60,99035.96,8.45,16808.4,11,78.25,1,0.388,81222.86,0,12923.63,1
69,64437.9,7.97,147154.61,8,61.75,0,0.4317,34334.02,0,6995.78,0
52,67992.4,7.5,11898.8,1,69.16,3,0.3039,9771.47,1,5500.01,0
27,30152.23,4.12,40140.28,7,48.4,3,0.2996,3882.67,1,16339.81,1
45,83865.85,8.63,33112.85,5,44.14,2,0.3001,19998.1,1,31670.07,1
42,47304.89,17.14,10283.18,7,100.0,2,0.1816,10987.61,0,3346.68,0
62,81103.39,13.05,12817.6,7,73.01,3,0.2769,12811.22,2,16163.13,0
40,38128.3,8.52,40643.98,8,75.26,0,0.2047,8963.64,0,19226.6,1
37,59561.26,11.28,20210.5,11,71.51,2,0.4471,12637.74,1,37760.13,1
24,64440.0,2.65,23590.15,11,58.76,0,0.2475,12462.38,0,9247.99,0
61,51316.8,5.7,4862.72,12,67.09,0,0.3191,16599.68,1,48192.13,0
58,65981.77,11.74,30422.14,8,73.46,0,0.1204,11239.55,1,20293.03,1
23,48786.54,14.44,22651.12,4,68.85,2,0.3169,10895.91,0,2211.65,0
42,41069.11,3.15,17102.83,3,59.96,2,0.4176,26085.62,0,15723.81,1
44,113272.99,4.58,24024.77,11,79.67,0,0.2158,17967.88,0,11812.61,0
43,88178.39,17.91,12974.65,11,75.01,2,0.5131,18056.43,0,29094.72,0
66,39053.95,7.48,11210.49,1,78.29,0,0.1915,17388.34,0,34699.45,1
28,71032.19,16.12,14833.13,3,83.28,1,0.5377,9619.96,0,5005.09,1
36,39374.87,8.03,12416.29,9,69.27,2,0.8943,49211.96,0,27127.51,0
29,32272.81,8.23,103006.84,2,69.3,3,0.322,74663.6,0,10682.88,0
32,87579.54,5.47,,1,95.72,2,0.586,42833.78,0,6338.65,1
65,25546.19,11.71,8294.53,12,56.9,2,0.307,5235.27,0,44208.7,0
67,83464.25,13.79,91781.3,2,42.02,0,0.3537,11327.48,0,7818.42,0
23,49087.68,1.82,12731.59,3,80.89,0,0.3874,29546.62,0,12352.54,1
51,50005.71,5.24,18429.19,12,61.93,2,0.3554,10647.18,0,11219.81,1
32,66136.53,11.58,36903.47,2,54.76,0,0.5325,11019.1,0,19070.9,1
30,71441.05,6.35,3722.45,10,86.16,2,0.5115,6892.55,0,39352.65,1
35,37920.0,4.53,14890.91,7,69.68,1,0.5601,13967.77,0,51081.16,0
30,75967.81,12.05,11378.26,7,51.78,0,0.3278,10127.79,0,27092.44,1
45,57878.73,12.52,21209.22,10,100.0,0,0.2317,3375.95,1,2622.65,1
69,31252.79,4.75,24201.42,1,46.23,2,0.4717,40301.3,0,44546.93,1
49,50952.29,8.06,16921.15,1,70.61,5,0.4676,24096.28,2,20606.03,0
56,102402.26,0.96,16304.71,3,41.77,0,0.2092,7066.99,0,32217.6,0
45,116956.36,2.52,42202.39,6,76.33,1,0.339,33046.67,1,9149.7,0
21,75954.92,7.62,22909.7,12,61.74,1,0.3732,19671.98,0,11866.47,0
25,32190.73,7.16,18606.51,1,85.11,2,0.2947,40522.08,0,28212.5,0
34,68587.22,2.17,20260.4,6,71.72,3,0.5221,30094.97,0,73354.4,1
32,80658.21,3.42,78185.4,6,93.61,1,0.6132,10460.92,1,14284.22,0
62,76241.18,1.67,20666.44,3,65.12,1,0.6757,28748.86,1,3902.69,0
62,78301.18,9.28,11927.1,5,46.33,0,0.293,29613.39,0,20531.98,0
62,64767.35,0.0,3908.57,3,75.8,2,0.178,37684.55,1,10146.05,1
52,53236.68,1.94,,2,67.96,1,0.0558,36182.54,1,4639.96,0
48,41828.08,0.0,12388.28,7,42.89,1,0.0976,77105.84,0,10656.44,0
52,23412.32,9.1,16505.11,12,55.11,1,0.1685,35064.59,0,18435.75,0
40,64082.54,0.0,11540.64,5,60.21,4,0.2528,10393.78,0,30950.88,0
53,59803.07,7.16,23838.14,8,96.89,0,0.5155,20378.53,1,7769.54,0
59,70685.63,15.2,11422.27,9,83.32,0,0.1857,8636.82,0,8075.17,1
58,30127.5,15.37,8660.57,11,66.44,1,0.4236,41969.55,1,10950.85,0
51,73522.44,0.0,29385.07,10,79.53,1,0.6741,9884.57,0,58284.2,0
23,138639.7,8.49,53833.04,11,39.37,0,0.4169,85813.51,0,40160.13,0
56,56976.32,2.06,7423.4,10,62.96,1,0.258,14668.12,0,19945.5,1
38,53494.76,1.03,21875.0,12,78.42,1,0.2159,17454.89,0,19280.63,0
57,63205.05,6.43,3921.08,12,,0,0.172,13001.84,0,9038.41,1
47,137261.09,13.14,5533.06,9,63.37,0,0.4906,10897.49,1,24044.14,1
64,34698.33,10.0,11238.65,6,71.39,1,0.2532,12417.78,0,4906.44,1
37,60266.49,3.42,44625.26,4,77.41,2,0.5933,21169.13,0,18470.16,1
66,38378.11,10.53,9654.33,7,71.85,0,0.2976,18223.73,0,1927.4,0
62,42999.18,0.0,9369.8,10,85.78,1,0.4254,13349.56,0,2741.49,0
37,53786.23,3.24,18527.23,10,77.1,2,0.1893,22307.32,2,2104.59,0
44,100849.43,2.88,18542.0,7,80.18,0,0.5215,12309.69,0,65273.54,0
47,123690.06,7.39,9604.83,1,99.42,2,0.5607,17937.28,0,10407.02,1
58,67289.03,5.99,88177.25,4,85.24,1,0.1625,61956.99,0,3552.32,0
54,46426.27,6.29,14557.13,7,99.86,2,0.5121,12051.83,0,107613.69,0
62,168859.27,6.13,19712.24,5,61.25,0,0.3174,14556.01,1,5973.26,1
39,45373.75,7.11,13052.09,6,46.52,2,0.503,8020.42,0,19264.57,0
45,42534.78,9.7,25593.77,4,69.76,1,0.0706,14204.12,1,5929.39,1
42,24744.64,7.75,48343.79,1,68.39,0,0.2937,23396.3,2,24516.22,0
65,103087.11,5.58,68122.17,6,95.35,0,0.2646,12432.94,0,11839.87,0
35,85033.36,9.01,9782.15,6,53.92,2,0.226,8137.12,0,6127.39,0
49,163260.27,11.13,43423.81,10,70.74,0,0.2176,23182.92,0,3606.65,1
26,29430.97,4.22,27941.59,2,78.48,2,0.1018,24964.84,1,6337.64,0
62,106007.52,6.7,39251.95,6,73.6,1,0.7217,27664.74,1,4856.78,0
39,56763.54,12.81,16724.39,11,69.26,2,0.3601,7560.94,0,2458.5,1
37,79049.82,1.49,15498.44,4,77.74,2,0.5519,46981.28,0,23239.17,1
49,26201.94,16.02,38051.61,4,89.27,0,0.4311,12792.49,0,32769.8,1
45,106481.37,0.3,38633.73,2,96.57,3,0.4536,8890.49,0,6502.81,0
62,78356.25,5.27,62988.25,7,72.52,0,0.5178,36875.6,0,1841.47,1
47,54045.36,2.25,21098.67,11,58.95,1,0.5377,45835.71,0,16637.34,0
46,73525.62,17.94,16524.43,6,96.55,0,0.5177,14434.75,0,13799.4,1
26,38972.66,4.48,2515.54,6,54.76,0,0.5186,10048.95,0,4877.02,1
22,42376.13,4.5,4959.79,9,100.0,1,0.3018,24532.18,0,11377.07,0
40,44646.82,5.15,13130.93,6,93.51,2,0.3481,7082.67,0,1003.07,1
69,23893.48,7.48,7459.77,5,95.83,0,0.3977,100000.0,0,12089.62,0
65,81054.72,5.36,34524.74,10,82.97,2,0.1962,8739.78,0,10456.2,1
51,94024.02,6.34,6311.38,4,38.2,2,0.1329,23096.57,0,39701.12,1
51,40114.12,0.0,12053.18,11,55.37,2,0.057,16084.47,1,15080.51,0
40,64329.9,7.29,12437.93,4,76.91,0,0.2518,9455.02,0,13022.59,1
29,48805.35,7.09,47189.26,7,61.19,1,0.3922,9349.42,0,70289.8,1
21,63755.56,12.19,11064.93,4,66.96,4,0.3271,39637.78,1,5874.62,0
37,41468.06,13.55,25849.76,8,81.8,2,0.3922,23276.7,0,3122.28,1
36,36958.36,6.06,21050.76,6,69.28,0,0.3345,11057.33,1,27291.17,1
30,88302.36,11.08,37077.21,3,52.5,3,0.2817,12163.27,1,30744.31,0
33,53441.7,1.49,35535.91,9,86.17,0,0.3692,10183.99,1,31411.48,0
22,136630.77,10.84,17524.85,12,80.24,1,0.2643,33351.4,0,9730.68,0
50,56158.2,4.14,4633.61,1,68.02,1,0.1497,34329.13,1,6327.46,1
66,36255.75,1.08,14954.0,7,83.38,4,0.5271,26036.79,0,3920.07,0
54,95531.55,6.07,17714.92,9,73.52,0,0.2148,21498.82,0,5399.25,1
42,73053.59,14.0,22627.8,9,93.3,1,0.3048,27910.95,0,3096.94,1
41,76281.16,7.91,9977.45,3,74.42,1,0.6469,5675.15,0,8077.43,0
36,,14.48,44839.64,2,93.18,2,0.2932,21823.23,1,53421.44,0
27,41000.11,3.26,18197.19,7,42.02,2,0.4205,38026.58,1,7349.46,0
50,51938.96,12.24,8619.04,8,79.35,2,0.163,21159.05,1,13470.16,1
48,50916.18,3.74,12475.78,4,65.63,2,0.6051,18679.88,0,19635.69,0
21,30768.68,8.13,84200.92,5,58.26,1,0.3175,11532.57,0,8671.36,0
41,48848.2,8.08,30626.76,7,90.54,2,0.3523,12082.85,1,8611.07,1
34,100354.0,10.31,41643.15,6,86.23,2,0.184,12479.25,0,38176.33,1
29,61199.27,8.25,7823.27,6,39.9,4,0.1619,21041.2,0,14192.12,1
55,30012.25,3.3,10374.06,9,83.45,0,0.1251,12817.5,0,33155.89,1
46,27308.7,11.4,10435.71,12,81.51,0,0.2639,5022.82,1,102918.28,1
52,116335.98,15.66,20861.11,10,60.43,1,0.5898,31462.37,0,5484.88,1
55,52809.42,4.08,15660.95,1,58.64,2,0.666,25943.54,1,10431.91,1
69,41099.61,0.0,12167.59,5,46.55,1,0.6708,23082.09,0,10325.19,1
60,48620.09,9.5,13451.84,1,66.6,0,0.3274,9342.55,0,7682.11,1
51,28291.03,5.34,9536.66,11,69.16,1,0.1369,12753.21,2,8137.96,0
64,104347.43,6.34,15587.98,8,84.75,0,0.2806,25885.02,2,42415.65,0
44,46083.7,9.78,43857.43,3,76.31,3,0.1332,18336.16,1,13121.2,0
69,101764.76,4.72,5364.81,11,55.04,0,0.3564,11043.19,0,112778.07,1
58,56293.35,5.66,23749.35,7,75.82,0,0.3375,44706.55,0,8324.6,1
52,104650.12,6.5,54295.75,1,67.94,0,0.1757,9948.22,0,46543.09,0
65,61734.67,14.35,15546.29,2,57.04,1,0.1901,2227.4,0,58437.73,1
46,80744.34,7.15,11790.23,10,46.57,1,0.3719,19134.49,0,11136.64,0
56,76014.57,0.82,37703.65,4,82.0,1,0.2925,19713.5,0,17946.66,0
34,72807.15,1.02,8190.66,7,79.14,0,0.4363,18745.51,0,26561.44,1
68,64322.13,7.7,17676.19,11,80.91,0,0.5678,23846.47,0,7269.53,1
51,49528.6,1.35,7834.18,4,60.35,3,0.2427,12188.41,0,53637.52,0
59,130226.96,0.0,4032.11,1,74.74,2,0.064,36916.19,0,5781.67,1
43,36569.39,10.18,15939.25,2,49.99,5,0.6132,6917.44,0,7510.59,0
63,55106.72,10.42,6551.25,11,56.21,0,0.6714,17732.18,1,7585.32,1
24,55369.66,5.16,17832.73,8,72.54,0,0.494,11615.13,2,14696.88,0
26,65919.32,8.47,43921.13,4,76.2,1,0.2059,36419.23,0,16118.33,1
45,45334.6,7.94,79342.67,1,45.94,2,0.1729,10321.39,0,6767.55,0
56,63368.63,10.01,19398.49,9,55.08,1,0.3191,18916.43,0,10838.1,1
60,50975.95,10.02,40680.32,1,66.15,0,0.297,19105.33,0,4401.14,1
42,26989.68,0.0,24767.74,2,87.34,2,0.5807,20644.42,0,34226.19,1
52,55236.93,5.8,13248.45,8,58.99,1,0.4042,10798.94,0,22430.14,0
48,33517.87,9.59,3859.55,8,74.25,2,0.2596,23251.03,0,8778.99,1
68,25200.39,4.95,66126.24,7,75.93,1,0.5879,18364.14,0,10093.72,0
53,58494.12,7.18,7776.37,11,68.0,1,0.1674,22891.18,1,6606.73,0
41,68503.22,10.75,54412.21,4,76.29,3,0.6037,54188.06,0,5199.48,1
68,69710.25,7.4,27655.31,7,50.48,0,0.2693,19523.08,0,4536.54,1
26,70991.49,14.54,8244.63,4,61.51,2,0.6546,8969.38,0,5215.44,0
69,23050.05,12.63,23103.18,5,94.95,0,0.1765,71029.16,0,28433.31,1
28,29810.94,6.41,99156.62,2,96.08,2,0.2642,35721.16,0,30480.52,1
35,133675.85,6.01,61491.18,10,85.49,2,0.3909,28451.24,0,3498.73,1
61,,0.0,11943.67,9,89.61,1,0.9424,15839.69,1,22504.35,0
56,72400.39,5.37,10183.69,9,42.79,1,0.3338,30209.61,0,3998.93,1
68,40375.02,0.23,19502.41,2,56.82,2,0.7352,4263.98,0,23878.57,1
57,57007.68,8.11,15767.66,2,67.02,4,0.522,53130.12,1,12943.16,1
52,41362.26,7.76,47000.66,10,100.0,0,0.1356,33710.23,1,7509.64,0
37,70811.87,10.48,32526.11,8,66.99,4,0.7673,15901.7,2,17924.7,0
21,58491.51,13.98,4648.66,1,83.92,1,0.2007,33116.37,0,40393.25,0
27,44952.34,6.87,25979.61,8,78.05,2,0.0954,27758.89,1,2220.37,0
35,34286.64,18.4,15597.32,12,77.7,2,0.5677,8880.08,0,33417.04,0
23,62043.24,8.16,18542.37,10,71.62,0,0.384,20401.68,0,5865.57,1
45,31868.23,0.45,21966.67,4,52.8,0,0.2422,23403.56,2,43215.02,1
59,66666.31,4.19,46962.76,4,28.78,1,0.2385,16390.11,0,26175.33,0
68,179334.25,5.14,39354.33,10,92.51,1,0.2346,15439.12,0,4374.15,0
44,100978.71,9.96,9880.64,5,62.14,1,0.4374,33826.6,0,7106.84,0
63,75989.09,2.26,17175.47,9,42.13,1,0.1337,20359.93,0,18490.4,0
69,,5.51,12573.04,12,79.01,1,0.141,67010.52,0,28137.63,1
63,22986.21,6.19,4687.48,5,78.7,0,0.3295,11394.5,0,18419.29,1
43,30335.07,4.76,16492.0,7,84.29,2,0.4929,23974.51,0,17046.86,1
36,97963.01,11.06,78741.89,6,89.85,1,0.0409,9450.32,0,6752.96,0
68,38549.49,10.21,4575.6,7,57.3,0,0.3295,28922.31,0,12370.67,1
32,40151.9,12.83,17656.82,1,58.0,4,0.3852,8250.89,1,11233.24,0
41,51049.23,5.34,17209.49,12,66.9,0,0.2285,22023.61,0,3107.62,0
24,34103.92,13.01,22659.07,7,85.15,2,0.2839,41132.98,0,16230.11,1
59,31667.38,0.18,8332.74,3,38.36,2,0.3689,18666.96,0,8624.44,1
52,53764.85,0.06,5756.23,7,74.05,1,0.3865,8997.14,0,41397.98,1
25,36823.82,0.93,5974.46,5,86.91,1,0.4028,34880.49,0,34387.1,1
31,39404.3,7.05,52201.89,10,86.25,3,0.253,23161.96,0,14164.57,0
48,38698.36,13.01,8200.73,10,83.34,1,0.2643,16957.6,0,32417.4,0
47,69574.3,3.99,12069.99,5,89.01,0,0.3508,9142.5,0,20876.64,0
60,49544.77,4.62,96938.6,9,28.05,2,0.5064,5830.58,1,11760.77,0
34,50753.26,5.92,10003.82,1,97.82,2,0.2057,87050.68,0,3355.95,0
66,71949.09,9.86,23671.96,12,77.29,2,0.2767,12050.92,1,10394.83,0
42,51594.51,4.61,42157.86,7,93.35,0,0.4241,8982.8,0,8886.25,0
61,48526.93,4.33,40566.72,8,53.21,3,0.0972,22435.29,0,10862.98,1
32,67967.92,0.27,6203.48,8,43.94,0,0.3777,8826.01,0,9766.45,1
22,74293.41,4.14,10172.52,4,100.0,2,0.2771,25510.11,0,32393.64,1
23,51477.77,12.89,22925.8,9,57.18,1,0.739,46345.06,0,35782.91,1
39,57031.67,7.45,84232.91,5,67.03,4,0.2296,8583.67,0,7733.68,0
67,38687.93,3.3,9788.06,9,80.44,0,0.0664,14603.3,0,3643.11,0
23,37338.53,13.18,12127.57,2,84.37,2,0.1437,24336.15,1,5009.17,0
39,77746.19,4.07,25179.53,2,89.25,1,0.0815,7672.81,0,36686.96,1
26,67192.2,14.1,29550.43,12,75.57,2,0.2292,9513.91,0,28394.41,1
66,67506.07,14.02,31018.23,9,55.13,0,0.3289,16587.39,0,4302.83,1
54,62409.51,7.28,9145.73,2,83.31,0,0.412,71015.28,0,3205.16,1
58,56155.5,0.0,11760.34,3,83.56,1,0.1488,9908.72,0,7048.25,1
55,75242.67,18.45,21386.77,7,42.96,0,0.6413,14767.26,0,60408.95,0
53,83774.79,8.94,,1,94.7,3,0.3029,100000.0,0,17500.02,0
58,82879.34,5.38,14873.55,5,32.21,0,0.026,31405.31,1,9700.45,0
21,52561.46,11.78,17681.7,4,88.55,3,0.2573,5498.03,0,10716.69,1
63,102665.89,10.51,7921.88,2,61.85,2,0.1052,15285.37,1,2207.17,0
57,60955.28,13.55,79914.17,4,83.29,3,0.3202,27108.5,0,9227.56,0
57,73105.42,3.69,20364.27,4,80.16,2,0.5412,49553.2,0,36637.15,1
40,62444.16,8.59,42630.74,1,71.41,1,0.2368,47721.29,0,8414.69,0
60,61466.12,1.07,18435.71,8,79.22,1,0.1922,26640.26,0,9632.99,1
39,39497.79,10.33,19270.69,4,70.62,1,0.6429,29731.81,0,16136.88,1
23,75410.09,6.89,5420.16,1,83.42,0,0.3908,7250.33,0,4363.35,0
65,197890.86,8.41,3221.23,1,100.0,0,0.2387,11084.86,1,16192.65,1
32,46463.89,6.27,49003.71,12,50.54,0,0.4493,7259.22,0,5696.8,0
25,56785.49,5.75,19159.88,2,20.99,0,0.3034,37029.8,2,7656.41,0
51,44994.53,2.66,21232.1,11,65.35,0,0.3331,23429.76,0,8537.7,1
32,44155.8,10.95,6626.84,2,64.26,1,0.6307,19390.61,0,8542.97,1
63,110204.25,14.45,8740.09,2,65.96,1,0.3472,53029.49,0,13155.4,1
42,40629.57,4.22,42106.97,7,57.18,1,0.6302,26234.93,0,11230.69,1
21,44433.65,9.77,72420.31,11,85.96,0,0.3079,39926.91,1,10187.42,0
67,26922.47,9.16,10950.14,1,49.9,1,0.6925,30563.6,0,13391.36,1
46,39111.16,7.04,30801.35,4,79.21,1,0.0939,32722.75,0,5301.24,0
33,25496.81,0.0,20955.3,10,82.22,2,0.3048,8675.61,0,1721.07,0
54,73086.62,0.49,16345.43,1,77.06,1,0.1127,35599.67,0,11907.22,0
46,193871.76,3.1,79197.04,3,79.79,1,0.1241,25067.48,0,6463.13,0
22,46633.9,0.0,12526.05,4,87.19,1,0.1468,13519.63,0,18066.79,1
58,25979.09,14.04,48566.88,10,72.86,1,0.5956,29064.18,1,7302.04,1
40,82461.63,8.84,24422.64,10,66.46,2,0.3833,44276.87,0,2174.56,0
55,39655.0,6.85,17758.43,9,79.78,2,0.3623,16804.5,0,10772.9,0
64,98695.5,0.0,53946.11,8,81.61,1,0.2632,10651.23,1,30916.76,1
50,48444.56,0.0,22702.6,1,86.23,1,0.5719,11000.89,0,15902.3,1
53,41389.04,6.99,16663.65,3,44.6,3,0.0428,6778.15,0,3341.39,1
33,,16.85,54267.5,12,69.06,0,0.2691,15996.09,0,6834.87,1
32,77349.39,3.51,48900.2,9,54.95,1,0.1612,27208.29,0,7674.37,0
41,49649.78,11.32,47084.43,3,,1,0.3446,60580.43,0,10169.55,0
62,43983.17,4.6,802.62,9,83.63,1,0.304,10240.25,0,7075.32,1
46,50292.65,7.28,25597.97,9,67.61,1,0.5446,23146.45,1,2470.3,0
38,31031.36,13.07,21328.95,9,60.33,3,0.2017,18287.65,0,10603.17,0
59,65759.06,5.27,17504.91,12,81.55,1,0.4032,17891.94,0,43554.11,0
62,24613.77,3.55,29317.82,7,69.87,2,0.5366,6168.84,1,6664.41,0
65,45036.74,14.09,22171.71,1,94.82,1,0.4497,8870.93,0,3918.36,1
35,77405.4,7.23,30957.57,10,100.0,1,0.1036,64111.29,0,43252.19,0
55,63035.93,12.46,14526.9,1,88.01,3,0.2821,36483.44,0,67609.49,1
49,71734.9,3.57,59675.18,8,75.72,1,0.4889,21941.37,0,8313.96,0
42,53413.45,14.03,33566.45,10,100.0,2,0.4381,24870.27,1,14862.1,0
40,93104.17,8.37,27782.13,2,75.85,1,0.6272,30288.85,0,14637.28,1
26,83383.28,9.17,26717.96,10,64.33,1,0.1988,13152.44,1,26704.15,1
34,67228.46,7.66,45431.1,10,61.19,1,0.213,13536.6,2,4391.2,0
47,83490.16,4.47,40760.85,8,60.74,0,0.1992,11696.33,2,11681.72,1
64,77093.87,6.99,16447.18,4,71.9,2,0.1847,20258.92,0,4499.28,1
63,45131.24,4.79,39750.41,3,79.41,3,0.4463,8044.19,0,16373.93,0
30,30041.47,11.8,20689.24,9,49.36,2,0.41,11308.63,1,46835.17,0
54,66453.08,5.98,83422.09,2,64.82,0,0.1793,25651.75,0,16198.25,1
25,70321.2,0.0,43317.38,9,75.41,0,0.3214,14059.78,0,5584.28,0
54,89841.37,0.0,10912.23,3,82.3,4,0.085,5285.49,0,29401.08,1
37,36089.02,0.0,116156.72,5,71.59,3,0.0697,13803.45,0,6923.7,1
43,36577.72,10.09,3349.26,7,75.91,0,0.4503,26369.7,0,18375.44,1
56,67646.01,1.24,29971.76,2,52.18,2,0.8859,19522.67,1,5966.2,0
41,53266.52,8.5,10312.68,10,57.41,1,0.2149,5515.35,1,3629.99,0
60,23540.93,7.68,81135.13,9,71.03,3,0.224,37076.4,0,6056.47,0
47,65113.5,6.68,22034.66,1,80.17,2,0.6094,15147.49,1,1053.98,0
69,23896.76,9.19,9538.49,11,75.7,1,0.2996,22821.63,0,4524.39,0
52,35944.2,7.79,14543.96,9,58.42,2,0.1484,37400.17,0,82442.16,1
35,101047.41,0.0,10167.81,11,68.22,2,0.4373,16505.92,0,949.04,1
58,125026.88,5.38,14094.01,8,96.19,2,0.2848,4730.48,0,2919.08,1
40,31826.14,9.13,13838.49,8,80.71,2,0.31,61512.39,1,57534.33,1
47,47422.98,15.2,9869.48,5,69.4,1,0.5027,3838.19,1,5060.08,0
